DATETIME, L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7, F_PU1, S_PU1, F_PU2, S_PU2, F_PU3, S_PU3, F_PU4, S_PU4, F_PU5, S_PU5, F_PU6, S_PU6, F_PU7, S_PU7, F_PU8, S_PU8, F_PU9, S_PU9, F_PU10, S_PU10, F_PU11, S_PU11, F_V2, S_V2, P_J280, P_J269, P_J300, P_J256, P_J289, P_J415, P_J302, P_J306, P_J307, P_J317, P_J14, P_J422, ATT_FLAG
04/12/16 18, 2.64, 1.02, 4.89, 3.29, 2.10, 5.50, 2.67, 119.22, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.97, 1.00, 0.00, 0.00, 0.00, 0.00, 31.87, 1.00, 0.00, 0.00, 80.53, 1.00, 2.99, 22.20, 26.56, 70.35, 26.51, 83.91, 25.49, 59.73, 25.37, 69.10, 29.09, 28.19, -999
04/12/16 19, 2.24, 1.31, 4.43, 3.07, 1.46, 5.50, 2.73, 121.02, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.82, 1.00, 35.00, 1.00, 0.00, 0.00, 29.97, 1.00, 0.00, 0.00, 70.35, 1.00, 2.99, 21.16, 26.47, 70.31, 26.43, 84.13, 17.83, 79.79, 17.72, 67.81, 28.94, 28.04, -999
04/12/16 20, 1.77, 1.51, 3.99, 3.01, 1.75, 5.50, 2.72, 121.07, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.21, 1.00, 34.67, 1.00, 0.00, 0.00, 30.14, 1.00, 0.00, 0.00, 68.36, 1.00, 2.99, 21.13, 26.60, 68.31, 26.56, 83.49, 17.80, 80.34, 17.69, 67.25, 29.07, 28.17, -999
04/12/16 21, 1.34, 1.69, 3.49, 2.69, 2.10, 5.50, 2.58, 121.59, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.56, 1.00, 34.82, 1.00, 0.00, 0.00, 30.14, 1.00, 0.00, 0.00, 64.24, 1.00, 2.99, 20.82, 26.69, 69.54, 26.65, 84.85, 17.39, 79.68, 17.29, 66.82, 29.14, 28.24, -999
04/12/16 22, 0.97, 1.87, 3.05, 2.91, 2.31, 5.50, 2.38, 99.46, 1.00, 99.48, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.25, 1.00, 34.95, 1.00, 0.00, 0.00, 30.53, 1.00, 0.00, 0.00, 77.59, 1.00, 2.97, 33.26, 27.27, 70.51, 27.23, 84.08, 18.69, 80.76, 18.58, 66.85, 29.79, 28.89, -999
04/12/16 23, 0.79, 1.91, 3.31, 2.82, 2.61, 5.50, 2.18, 98.82, 1.00, 98.84, 1.00, 0.00, 0.00, 34.98, 1.00, 0.00, 0.00, 0.00, 0.00, 49.44, 1.00, 34.59, 1.00, 0.00, 0.00, 30.25, 1.00, 0.00, 0.00, 84.02, 1.00, 2.97, 33.60, 26.31, 88.46, 26.38, 84.81, 19.13, 81.79, 19.02, 68.22, 29.28, 28.38, -999
05/12/16 00, 0.68, 1.90, 3.78, 3.02, 3.04, 5.50, 2.35, 99.07, 1.00, 99.09, 1.00, 0.00, 0.00, 35.13, 1.00, 0.00, 0.00, 0.00, 0.00, 49.39, 1.00, 34.57, 1.00, 0.00, 0.00, 29.93, 1.00, 0.00, 0.00, 82.80, 1.00, 2.97, 33.47, 26.30, 88.18, 26.37, 84.89, 19.04, 81.75, 18.93, 69.15, 29.26, 28.36, -999
05/12/16 01, 0.56, 1.88, 4.24, 3.20, 3.42, 5.50, 2.69, 98.96, 1.00, 98.97, 1.00, 0.00, 0.00, 33.30, 1.00, 0.00, 0.00, 0.00, 0.00, 49.15, 1.00, 34.31, 1.00, 0.00, 0.00, 29.90, 1.00, 0.00, 0.00, 83.06, 1.00, 2.97, 33.53, 26.32, 91.25, 26.38, 85.35, 19.11, 82.27, 19.01, 69.33, 29.25, 28.35, -999
05/12/16 02, 0.46, 1.89, 4.77, 3.45, 3.84, 5.50, 3.01, 98.27, 1.00, 98.29, 1.00, 0.00, 0.00, 33.07, 1.00, 0.00, 0.00, 0.00, 0.00, 48.37, 1.00, 33.91, 1.00, 0.00, 0.00, 28.61, 1.00, 0.00, 0.00, 85.28, 1.00, 2.97, 33.90, 26.35, 91.65, 26.41, 86.85, 19.77, 83.59, 19.67, 73.98, 29.28, 28.38, -999
05/12/16 03, 0.50, 1.94, 5.31, 3.96, 3.85, 5.50, 4.13, 97.10, 1.00, 97.12, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 47.67, 1.00, 0.00, 0.00, 0.00, 0.00, 29.83, 1.00, 0.00, 0.00, 83.74, 1.00, 2.97, 34.53, 27.76, 76.50, 27.72, 89.43, 26.33, 64.86, 26.22, 76.78, 30.29, 29.39, -999
05/12/16 04, 0.74, 2.42, 5.10, 4.38, 3.47, 5.39, 4.29, 94.67, 1.00, 94.69, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 73.37, 1.00, 2.98, 35.83, 31.09, 76.46, 31.09, 70.63, 30.11, 64.58, 30.11, 60.28, 33.40, 32.50, -999
05/12/16 05, 1.12, 3.20, 4.90, 3.83, 3.12, 5.13, 3.18, 93.44, 1.00, 93.46, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 73.85, 1.00, 2.98, 36.49, 31.91, 76.70, 31.91, 67.59, 30.83, 64.03, 30.83, 60.09, 34.22, 33.32, -999
05/12/16 06, 1.50, 3.91, 4.74, 3.11, 2.72, 5.00, 2.70, 96.52, 1.00, 96.54, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.86, 1.00, 0.00, 0.00, 0.00, 0.00, 31.54, 1.00, 0.00, 0.00, 76.58, 1.00, 2.98, 34.84, 29.29, 73.13, 29.25, 86.86, 26.85, 62.91, 26.73, 71.60, 31.80, 30.90, -999
05/12/16 07, 1.64, 4.19, 4.39, 3.56, 2.16, 5.39, 3.68, 97.22, 1.00, 97.24, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.12, 1.00, 0.00, 0.00, 0.00, 0.00, 32.17, 1.00, 0.00, 0.00, 72.79, 1.00, 2.97, 34.46, 29.42, 72.02, 29.38, 86.49, 26.57, 60.89, 26.44, 69.12, 31.91, 31.01, -999
05/12/16 08, 1.72, 4.43, 4.01, 3.86, 1.38, 5.50, 4.02, 97.39, 1.00, 97.41, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.91, 1.00, 35.19, 1.00, 0.00, 0.00, 29.75, 1.00, 0.00, 0.00, 70.11, 1.00, 2.97, 34.37, 29.58, 73.41, 29.54, 87.05, 20.16, 81.81, 20.06, 70.85, 32.05, 31.15, -999
05/12/16 09, 1.65, 4.63, 3.70, 4.22, 1.89, 5.50, 4.38, 97.49, 1.00, 97.51, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.27, 1.00, 35.38, 1.00, 0.00, 0.00, 29.93, 1.00, 0.00, 0.00, 68.23, 1.00, 2.97, 34.32, 29.72, 69.74, 29.68, 86.49, 19.99, 81.30, 19.88, 70.10, 32.18, 31.28, -999
05/12/16 10, 1.59, 4.82, 3.26, 4.39, 2.27, 5.50, 4.52, 97.21, 1.00, 97.23, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.62, 1.00, 34.79, 1.00, 0.00, 0.00, 29.57, 1.00, 0.00, 0.00, 67.80, 1.00, 2.97, 34.47, 29.88, 68.21, 29.84, 85.96, 20.30, 82.63, 20.20, 71.57, 32.34, 31.44, -999
05/12/16 11, 1.59, 4.89, 3.08, 4.35, 2.83, 5.38, 4.24, 97.38, 1.00, 97.40, 1.00, 0.00, 0.00, 36.07, 1.00, 0.00, 0.00, 0.00, 0.00, 49.96, 1.00, 36.78, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 71.07, 1.00, 2.97, 34.38, 29.07, 89.31, 29.15, 86.56, 25.85, 84.60, 25.85, 58.39, 31.99, 31.09, -999
05/12/16 12, 1.65, 4.81, 3.58, 4.26, 3.34, 5.03, 2.66, 96.02, 1.00, 96.04, 1.00, 0.00, 0.00, 36.76, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 36.80, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 69.57, 1.00, 2.98, 35.11, 30.41, 89.40, 30.53, 65.97, 26.41, 85.13, 26.41, 57.18, 32.92, 32.02, -999
05/12/16 13, 1.70, 5.13, 4.07, 3.02, 3.79, 5.21, 2.84, 96.47, 1.00, 96.49, 1.00, 0.00, 0.00, 36.90, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 34.60, 1.00, 0.00, 0.00, 30.45, 1.00, 0.00, 0.00, 65.18, 1.00, 2.98, 34.87, 30.53, 89.28, 30.65, 54.53, 20.45, 83.11, 20.34, 68.88, 33.02, 32.12, -999
05/12/16 14, 1.78, 5.09, 4.53, 2.19, 3.64, 5.50, 3.38, 97.47, 1.00, 97.49, 1.00, 0.00, 0.00, 35.46, 1.00, 0.00, 0.00, 0.00, 0.00, 50.34, 1.00, 0.00, 0.00, 0.00, 0.00, 32.05, 1.00, 0.00, 0.00, 69.95, 1.00, 2.97, 34.33, 29.26, 90.56, 29.33, 86.01, 26.58, 62.69, 26.46, 69.56, 32.16, 31.26, -999
05/12/16 15, 1.83, 4.93, 5.03, 2.61, 2.90, 5.50, 4.04, 96.74, 1.00, 96.76, 1.00, 0.00, 0.00, 35.74, 1.00, 0.00, 0.00, 0.00, 0.00, 50.59, 1.00, 0.00, 0.00, 0.00, 0.00, 31.34, 1.00, 0.00, 0.00, 73.96, 1.00, 2.98, 34.72, 29.17, 89.98, 29.24, 85.41, 26.98, 63.04, 26.86, 72.42, 32.10, 31.20, -999
05/12/16 16, 1.93, 4.89, 5.28, 2.85, 2.33, 5.50, 4.53, 96.49, 1.00, 96.51, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 51.06, 1.00, 0.00, 0.00, 0.00, 0.00, 31.13, 1.00, 0.00, 0.00, 71.69, 1.00, 2.98, 34.86, 30.04, 71.66, 30.00, 85.23, 27.16, 60.86, 27.04, 73.32, 32.53, 31.63, -999
05/12/16 17, 2.10, 5.12, 4.85, 2.95, 1.52, 5.31, 3.88, 95.60, 1.00, 95.62, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 51.05, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 75.22, 1.00, 2.98, 35.33, 30.40, 72.52, 30.36, 85.61, 30.40, 61.43, 30.40, 56.96, 32.91, 32.01, -999
05/12/16 18, 2.17, 5.33, 4.47, 3.11, 2.06, 5.05, 2.54, 96.77, 1.00, 96.79, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.87, 1.00, 35.20, 1.00, 0.00, 0.00, 30.78, 1.00, 0.00, 0.00, 67.38, 1.00, 2.98, 34.71, 30.37, 73.43, 30.33, 85.94, 20.39, 82.01, 20.27, 67.72, 32.84, 31.94, -999
05/12/16 19, 2.11, 5.50, 4.14, 3.32, 2.52, 5.26, 2.77, 94.24, 1.00, 94.26, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.32, 1.00, 35.81, 1.00, 0.00, 0.00, 31.10, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.06, 28.49, 70.76, 28.45, 85.15, 20.86, 81.42, 20.75, 67.12, 38.89, 29.86, -999
05/12/16 20, 2.31, 4.96, 3.73, 3.39, 2.80, 5.39, 2.69, 93.85, 1.00, 93.87, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.85, 1.00, 35.70, 1.00, 0.00, 0.00, 31.24, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.27, 27.99, 70.20, 27.95, 85.58, 21.13, 81.88, 21.02, 66.93, 39.16, 29.36, -999
05/12/16 21, 2.51, 4.44, 3.30, 3.58, 3.11, 5.50, 2.53, 94.25, 1.00, 94.27, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.26, 1.00, 35.77, 1.00, 0.00, 0.00, 31.24, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.05, 27.43, 67.10, 27.39, 84.21, 21.01, 81.64, 20.89, 66.78, 39.00, 28.81, -999
05/12/16 22, 2.67, 3.75, 3.15, 3.30, 3.34, 5.50, 2.44, 95.12, 1.00, 95.13, 1.00, 0.00, 0.00, 34.19, 1.00, 0.00, 0.00, 0.00, 0.00, 48.81, 1.00, 35.56, 1.00, 0.00, 0.00, 30.78, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 35.59, 23.57, 87.04, 23.63, 83.24, 20.85, 81.86, 20.74, 68.18, 38.60, 25.34, -999
05/12/16 23, 2.78, 2.88, 3.59, 3.03, 3.59, 5.50, 2.50, 93.66, 1.00, 93.67, 1.00, 0.00, 0.00, 34.47, 1.00, 0.00, 0.00, 0.00, 0.00, 48.21, 1.00, 35.26, 1.00, 0.00, 0.00, 31.00, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.37, 22.73, 85.72, 22.79, 83.54, 21.61, 83.12, 21.49, 68.19, 39.41, 24.49, -999
06/12/16 00, 2.96, 2.00, 3.97, 3.04, 4.00, 5.50, 2.54, 91.16, 1.00, 91.18, 1.00, 0.00, 0.00, 32.62, 1.00, 0.00, 0.00, 0.00, 0.00, 47.99, 1.00, 0.00, 0.00, 0.00, 0.00, 32.27, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 37.69, 22.09, 88.11, 22.15, 83.28, 29.90, 63.05, 29.78, 72.10, 41.25, 23.83, -999
06/12/16 01, 3.34, 1.15, 4.42, 3.00, 3.26, 5.50, 3.13, 88.41, 1.00, 88.42, 1.00, 0.00, 0.00, 31.84, 1.00, 0.00, 0.00, 0.00, 0.00, 46.93, 1.00, 0.00, 0.00, 0.00, 0.00, 31.81, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 39.13, 21.45, 88.69, 21.50, 84.55, 31.47, 62.01, 31.35, 75.28, 43.01, 23.16, -999
06/12/16 02, 3.71, 0.57, 4.90, 3.36, 2.47, 5.50, 4.11, 94.85, 1.00, 94.87, 1.00, 0.00, 0.00, 32.67, 1.00, 0.00, 0.00, 0.00, 0.00, 47.66, 1.00, 0.00, 0.00, 0.00, 0.00, 30.47, 1.00, 0.00, 0.00, 110.58, 1.00, 2.98, 35.73, 25.74, 91.68, 25.80, 87.53, 28.88, 62.68, 28.77, 77.24, 28.83, 27.93, -999
06/12/16 03, 3.77, 0.89, 5.43, 4.03, 1.92, 5.39, 4.30, 93.78, 1.00, 93.80, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 48.26, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 103.99, 1.00, 2.98, 36.30, 27.92, 76.61, 27.88, 88.52, 31.82, 62.71, 31.82, 60.46, 30.60, 29.70, -999
06/12/16 04, 3.98, 1.56, 5.22, 4.28, 1.52, 5.14, 3.24, 93.39, 1.00, 93.41, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 36.99, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 83.00, 1.00, 2.98, 36.51, 31.17, 77.39, 31.17, 68.95, 28.67, 87.03, 28.67, 60.15, 33.53, 32.63, -999
06/12/16 05, 4.09, 2.43, 5.09, 3.44, 2.35, 4.96, 2.62, 93.42, 1.00, 93.43, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 35.12, 1.00, 0.00, 0.00, 30.28, 1.00, 0.00, 0.00, 78.74, 1.00, 2.98, 36.50, 31.61, 76.40, 31.61, 68.57, 22.95, 84.72, 22.85, 71.94, 33.94, 33.04, -999
06/12/16 06, 4.09, 3.11, 4.89, 3.59, 3.06, 5.37, 3.77, 94.40, 1.00, 94.42, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.64, 1.00, 34.67, 1.00, 0.00, 0.00, 31.02, 1.00, 0.00, 0.00, 91.52, 1.00, 2.98, 35.97, 29.22, 74.93, 29.18, 87.23, 22.54, 85.08, 22.43, 69.09, 31.82, 30.92, -999
06/12/16 07, 4.00, 3.54, 4.62, 4.25, 3.77, 5.50, 4.20, 93.95, 1.00, 93.97, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.78, 1.00, 35.53, 1.00, 0.00, 0.00, 29.64, 1.00, 0.00, 0.00, 90.44, 1.00, 2.98, 36.22, 29.59, 74.82, 29.55, 87.31, 22.82, 83.87, 22.72, 73.88, 32.18, 31.28, -999
06/12/16 08, 4.04, 3.98, 4.35, 3.99, 3.92, 5.42, 4.43, 95.12, 1.00, 95.14, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.57, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 86.29, 1.00, 2.98, 35.59, 29.81, 70.11, 29.77, 87.95, 31.64, 63.78, 31.64, 57.58, 32.38, 31.48, -999
06/12/16 09, 4.17, 4.54, 3.90, 3.07, 3.31, 5.03, 2.65, 94.54, 1.00, 94.56, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 67.79, 1.00, 2.98, 35.90, 32.71, 70.98, 32.71, 63.09, 31.99, 61.57, 31.99, 57.00, 34.99, 34.09, -999
06/12/16 10, 4.17, 5.08, 3.50, 3.16, 2.46, 5.26, 2.93, 95.08, 1.00, 95.10, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 51.39, 1.00, 0.00, 0.00, 0.00, 0.00, 32.67, 1.00, 0.00, 0.00, 80.40, 1.00, 2.98, 35.61, 30.54, 69.85, 30.50, 85.07, 28.79, 60.63, 28.67, 69.56, 33.08, 32.18, -999
06/12/16 11, 4.15, 5.38, 3.07, 3.29, 1.60, 5.50, 3.38, 94.63, 1.00, 94.65, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.46, 1.00, 0.00, 0.00, 0.00, 0.00, 31.90, 1.00, 0.00, 0.00, 79.55, 1.00, 2.98, 35.85, 30.85, 72.12, 30.81, 87.26, 29.01, 61.86, 28.90, 72.51, 33.38, 32.48, -999
06/12/16 12, 4.06, 5.42, 3.42, 3.32, 1.95, 5.50, 3.83, 95.39, 1.00, 95.41, 1.00, 0.00, 0.00, 37.26, 1.00, 0.00, 0.00, 0.00, 0.00, 50.01, 1.00, 35.55, 1.00, 0.00, 0.00, 29.44, 1.00, 0.00, 0.00, 80.48, 1.00, 2.98, 35.45, 29.73, 87.81, 29.81, 87.12, 22.20, 83.20, 22.09, 73.88, 32.72, 31.82, -999
06/12/16 13, 3.91, 5.34, 3.86, 3.20, 2.51, 5.50, 4.71, 96.01, 1.00, 96.03, 1.00, 0.00, 0.00, 35.12, 1.00, 0.00, 0.00, 0.00, 0.00, 50.46, 1.00, 35.84, 1.00, 0.00, 0.00, 29.84, 1.00, 0.00, 0.00, 78.04, 1.00, 2.98, 35.12, 29.68, 91.57, 29.75, 86.18, 21.63, 82.14, 21.52, 72.02, 32.62, 31.72, -999
06/12/16 14, 3.82, 5.29, 4.41, 3.15, 2.92, 5.22, 3.51, 95.49, 1.00, 95.51, 1.00, 0.00, 0.00, 35.87, 1.00, 0.00, 0.00, 0.00, 0.00, 50.33, 1.00, 37.23, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 81.32, 1.00, 2.98, 35.39, 29.64, 90.23, 29.71, 86.41, 27.81, 85.74, 27.81, 56.56, 32.61, 31.71, -999
06/12/16 15, 3.75, 5.23, 4.90, 3.20, 3.48, 4.96, 2.19, 95.45, 1.00, 95.47, 1.00, 0.00, 0.00, 35.82, 1.00, 0.00, 0.00, 0.00, 0.00, 50.10, 1.00, 34.83, 1.00, 0.00, 0.00, 31.50, 1.00, 0.00, 0.00, 80.67, 1.00, 2.98, 35.42, 29.58, 90.26, 29.65, 86.79, 21.69, 83.96, 21.58, 66.57, 32.55, 31.65, -999
06/12/16 16, 3.63, 5.23, 5.24, 3.33, 3.97, 5.07, 2.05, 95.08, 1.00, 95.09, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.61, 1.00, 0.00, 0.00, 0.00, 0.00, 32.86, 1.00, 0.00, 0.00, 77.93, 1.00, 2.98, 35.61, 30.63, 74.00, 30.58, 86.72, 28.40, 63.42, 28.27, 68.45, 33.15, 32.25, -999
06/12/16 17, 3.86, 5.48, 4.90, 3.26, 3.29, 5.31, 2.37, 90.13, 1.00, 90.15, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.77, 1.00, 0.00, 0.00, 0.00, 0.00, 33.51, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 38.23, 30.46, 74.03, 30.46, 64.20, 30.58, 62.47, 30.45, 68.23, 42.07, 31.65, -999
06/12/16 18, 4.23, 5.39, 4.59, 3.29, 2.57, 5.49, 2.46, 90.30, 1.00, 90.32, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.52, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 33.39, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 38.14, 28.37, 73.31, 28.32, 84.76, 30.68, 62.18, 30.55, 68.78, 42.06, 29.74, -999
06/12/16 19, 4.58, 4.86, 4.25, 3.07, 1.91, 5.50, 2.92, 112.42, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.62, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 32.69, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 26.09, 27.82, 70.60, 27.78, 83.97, 29.24, 60.06, 29.12, 69.92, 38.73, 29.20, -999
06/12/16 20, 4.50, 4.32, 3.82, 3.01, 1.67, 5.50, 2.97, 113.50, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.65, 1.00, 0.00, 0.00, 36.12, 1.00, 0.00, 0.00, 30.69, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.48, 27.28, 71.19, 27.24, 83.36, 21.93, 81.93, 21.82, 69.56, 38.09, 28.66, -999
06/12/16 21, 4.32, 3.78, 3.43, 2.69, 2.07, 5.50, 3.21, 113.92, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.55, 1.00, 0.00, 0.00, 36.11, 1.00, 0.00, 0.00, 31.38, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.24, 26.75, 70.43, 26.71, 83.03, 21.49, 81.51, 21.37, 66.81, 37.84, 28.13, 1
06/12/16 22, 4.12, 3.25, 3.03, 2.91, 2.38, 5.50, 2.73, 114.95, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.25, 1.00, 0.00, 0.00, 35.91, 1.00, 0.00, 0.00, 31.33, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 24.65, 26.24, 66.51, 26.20, 83.12, 20.95, 81.33, 20.83, 66.42, 37.29, 27.62, 1
06/12/16 23, 3.88, 2.37, 3.32, 2.82, 2.65, 5.49, 2.27, 114.01, 1.00, 0.00, 0.00, 0.00, 0.00, 34.47, 1.00, 0.00, 0.00, 48.63, 1.00, 0.00, 0.00, 35.73, 1.00, 0.00, 0.00, 31.25, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.19, 22.17, 85.17, 22.24, 82.27, 21.48, 82.18, 21.36, 67.23, 37.68, 23.94, 1
07/12/16 00, 3.73, 1.49, 3.69, 3.02, 3.02, 5.50, 2.47, 113.12, 1.00, 0.00, 0.00, 0.00, 0.00, 32.28, 1.00, 0.00, 0.00, 48.10, 1.00, 0.00, 0.00, 35.42, 1.00, 0.00, 0.00, 30.26, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.69, 21.61, 88.17, 21.66, 82.64, 22.17, 83.41, 22.06, 71.21, 38.02, 23.34, 1
07/12/16 01, 3.67, 0.64, 4.16, 3.20, 3.50, 5.50, 3.09, 112.98, 1.00, 0.00, 0.00, 0.00, 0.00, 32.88, 1.00, 0.00, 0.00, 47.16, 1.00, 0.00, 0.00, 35.03, 1.00, 0.00, 0.00, 30.31, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.77, 20.80, 86.41, 20.85, 83.54, 22.28, 84.20, 22.17, 71.18, 38.05, 22.52, 1
07/12/16 02, 3.33, 0.51, 4.58, 3.45, 4.04, 5.50, 3.58, 116.46, 1.00, 0.00, 0.00, 0.00, 0.00, 32.72, 1.00, 0.00, 0.00, 48.56, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 30.77, 1.00, 0.00, 0.00, 99.84, 1.00, 2.99, 23.79, 25.25, 91.11, 25.31, 85.43, 27.23, 64.16, 27.12, 74.61, 28.27, 27.37, 1
07/12/16 03, 3.03, 0.70, 5.11, 3.96, 3.47, 5.50, 4.50, 116.47, 1.00, 0.00, 0.00, 0.00, 0.00, 32.69, 1.00, 0.00, 0.00, 47.86, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29.96, 1.00, 0.00, 0.00, 98.38, 1.00, 2.99, 23.78, 25.43, 91.33, 25.48, 86.90, 27.27, 64.08, 27.17, 77.28, 28.43, 27.53, 1
07/12/16 04, 2.86, 1.07, 5.12, 4.38, 3.00, 5.34, 4.19, 115.22, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 47.46, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 92.53, 1.00, 2.99, 24.50, 27.39, 75.46, 27.36, 89.51, 30.23, 64.14, 30.23, 61.10, 29.98, 29.08, 1
07/12/16 05, 2.86, 1.81, 4.87, 3.83, 2.66, 5.13, 3.38, 115.37, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 70.37, 1.00, 2.99, 24.41, 30.20, 75.99, 30.20, 67.94, 30.28, 63.22, 30.28, 59.77, 32.49, 31.59, 1
