DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
18/11/14 07,4.408058643,4.654739857,4.29259634,4.11907196,3.482038736,4.970551491,2.587836504,89.46298981,1,89.47992706,1,0,0,0,0,0,0,0,0,48.50090027,1,0,0,0,0,33.36613464,1,0,0,0,0,2.978490829,38.57870483,27.77622032,74.46865845,27.73792458,87.93540192,31.15823174,63.23779297,31.02854347,69.3470993,42.59522247,29.14126968,0
18/11/14 08,4.54699564,4.269461155,4.025883198,4.267960072,2.850781202,5.234135151,2.945736408,111.3207245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.82226944,1,0,0,0,0,2.991069794,26.71206284,29.26946068,71.76840973,29.26946068,60.83330154,29.57593727,60.79728317,29.45013618,69.77472687,39.17150879,30.45946121,0
18/11/14 09,4.649659157,4.136329174,3.649402857,2.945497751,1.961849213,5.5,3.417535782,112.5055237,1,0,0,0,0,0,0,0,0,0,0,50.23431396,1,0,0,0,0,32.5715332,1,0,0,0,0,2.990893126,26.04230881,27.13157272,68.87075806,27.09070396,83.97133636,29.27767944,60.9805069,29.15365219,70.38808441,38.733284,28.50838661,0
18/11/14 10,4.59142828,3.603721142,3.182665348,2.81089139,1.509914279,5.5,3.519846916,112.9648361,1,0,0,0,0,0,0,0,0,0,0,49.13912201,1,36.6018219,1,0,0,30.21044731,1,0,0,0,0,2.990824223,25.78182602,26.67915726,69.67442322,26.6399231,85.63761902,22.22889137,81.36649323,22.12099838,71.44158173,38.36741257,28.04849815,0
18/11/14 11,4.438281059,2.9067626,3.17881608,3.155283213,1.821614981,5.5,4.024015427,112.8159714,1,0,0,0,0,34.04054642,1,0,0,0,0,47.58819962,1,36.039505,1,0,0,30.28479004,1,0,0,0,0,2.990846395,25.86625481,22.87922287,86.59731293,22.94323921,84.81289673,22.38430023,82.53382111,22.27591515,71.35488129,38.39050293,24.62929153,0
18/11/14 12,4.314849377,2.043817997,3.604370356,3.459852457,2.287216902,5.5,4.425189495,112.277626,1,0,0,0,0,32.82513809,1,0,0,0,0,47.25534058,1,36.2245636,1,0,0,30.36590195,1,0,0,0,0,2.990927219,26.17124176,22.19451332,87.88902283,22.25242996,84.71944427,22.52185059,82.34072113,22.41292763,71.22733307,38.57645035,23.92201042,0
18/11/14 13,4.249587536,1.197428226,4.063271523,3.724485397,2.661126375,5.5,4.728071213,113.7991257,1,0,0,0,0,31.25931358,1,0,0,0,0,47.54676056,1,34.764431,1,0,0,30.01550102,1,0,0,0,0,2.990698099,25.30794525,21.49548149,89.61483002,21.54481125,83.48927307,22.22790337,84.60458374,22.12129593,72.0715332,37.89421844,23.20183754,0
18/11/14 14,4.174592495,0.364266396,4.566833973,3.617650986,3.406474113,5.218770504,3.516005278,117.3752975,1,0,0,0,0,33.34325409,1,0,0,0,0,49.23524857,1,36.54125595,1,0,0,0,0,0,0,98.20028687,1,2.990149498,23.26256943,25.00703812,89.86911011,25.06485176,83.87969208,26.13207626,85.31853485,26.13207626,55.86669159,28.03393745,27.13393784,0
18/11/14 15,3.713067293,0.487893403,5.055648327,3.395792007,3.915740967,5.068058968,2.501930714,119.1930847,1,0,0,0,0,34.25162888,1,0,0,0,0,48.89039993,1,34.29290009,1,0,0,30.54969978,1,0,0,89.36248016,1,2.989865303,22.21429062,24.94872093,88.31520844,25.01200485,84.48104858,19.16590881,82.34412384,19.05576134,67.26696014,27.9271183,27.02711868,0
18/11/14 16,3.307841063,0.676846921,5.270738125,3.471476793,3.427825689,5.280386925,2.709012747,117.6676331,1,0,0,0,0,0,0,0,0,0,0,49.36959839,1,0,0,0,0,32.42210007,1,0,0,87.77216339,1,2.990104198,23.09437561,26.60146523,71.62085724,26.56188965,85.12023926,26.37542152,63.32524109,26.25244522,68.02376556,29.17346764,28.27346802,0
18/11/14 17,2.956209183,1.071131468,4.84239912,3.608399868,2.820578098,5.465487003,2.786509037,117.4436417,1,0,0,0,0,0,0,0,0,0,0,48.94046402,1,0,0,0,0,32.13172531,1,0,0,85.95590973,1,2.990139008,23.22326279,26.92583656,72.27859497,26.88689613,86.26157379,26.47184563,62.10366058,26.35090256,69.15649414,29.48349762,28.583498,0
18/11/14 18,2.651221514,1.451927662,4.454004765,3.967259645,2.114286661,5.5,3.406558752,117.8745041,1,0,0,0,0,0,0,0,0,0,0,49.11962128,1,0,0,0,0,31.46621704,1,0,0,82.26908112,1,2.990071774,22.97526169,27.11460495,72.40924072,27.0753994,86.1102066,26.28525925,60.98643112,26.16891479,71.29532623,29.65088844,28.75088882,0
18/11/14 19,2.325387955,1.777979493,4.085989952,4.222913742,1.573756337,5.5,3.771193266,121.1728973,1,0,0,0,0,0,0,0,0,0,0,48.98775101,1,34.37441635,1,0,0,29.54502487,1,0,0,66.35947418,1,2.989551306,21.06606483,26.85389137,71.77279663,26.81488037,86.09936523,17.99589157,81.03291321,17.89235878,69.33840942,29.30158424,28.40158463,0
18/11/14 20,1.849912763,1.949194908,3.707318783,4.442434788,2.054106951,5.5,3.911683083,120.6987,1,0,0,0,0,0,0,0,0,0,0,49.20223618,1,34.78790283,1,0,0,29.44606209,1,0,0,66.67116547,1,2.989626884,21.34170151,27.02645302,70.82598877,26.9871254,85.86489868,18.1801033,80.51368713,18.07721138,69.83367157,29.47716522,28.5771656,0
18/11/14 21,1.443793297,2.218538523,3.306895494,4.133430004,2.379676819,5.5,4.132924557,120.2840195,1,0,0,0,0,0,0,0,0,0,0,0,0,35.13430023,1,0,0,30.08378792,1,0,0,50.08519745,1,2.989692688,21.58242035,29.02651596,66.75748444,29.02651596,58.38469696,18.14159584,79.88108063,18.03454018,67.76557159,31.22304535,30.32304573,0
18/11/14 22,1.067297816,2.475327969,3.010757446,2.900472641,2.532727957,5.5,3.777671576,122.5332718,1,0,0,0,0,35.21111679,1,0,0,0,0,50.17321777,1,34.27371597,1,0,0,29.8552475,1,0,0,58.42019272,1,2.989332914,20.27318954,26.29454613,88.03124237,26.36128235,83.36196899,16.97159958,80.17953491,16.866045,67.32949066,29.13269424,28.23269463,0
18/11/14 23,0.840932786,2.357623339,3.484942198,2.577308416,2.822935343,5.5,3.461843729,99.39845276,1,99.41828156,1,0,0,35.62303925,1,0,0,0,0,49.95447922,1,35.07932663,1,0,0,29.85698318,1,0,0,78.70724487,1,2.973858356,33.28926849,26.7011013,87.72161102,26.77050781,84.20095825,18.81816292,80.65189362,18.71259689,69.17060852,29.64806366,28.74806404,0
19/11/14 00,0.685986221,2.284049034,3.929660797,2.647470236,3.032779932,5.5,3.603628159,99.20035553,1,99.22013092,1,0,0,34.35190964,1,0,0,0,0,48.62284088,1,34.67339706,1,0,0,29.63320732,1,0,0,79.48188019,1,2.973954678,33.39665222,26.69542885,89.89395905,26.75966454,86.74014282,19.01732445,81.54725647,18.91321754,70.08143616,29.61187172,28.7118721,0
19/11/14 01,0.561154842,2.246845007,4.432287216,3.238442421,3.376061201,5.5,3.910645247,98.1579895,1,98.17745209,1,0,0,34.07600021,1,0,0,0,0,48.61949921,1,33.83385849,1,0,0,29.99270248,1,0,0,83.40098572,1,2.97445941,33.96045303,26.67585945,90.33505249,26.73857307,86.71491241,19.54791069,83.491539,19.44145393,69.46497345,29.61120987,28.71121025,0
19/11/14 02,0.532814384,2.254863501,4.934732437,3.742664337,3.972732306,5.5,4.009395123,98.20349121,1,98.22296143,1,0,0,33.71784592,1,0,0,0,0,48.33939362,1,33.82566833,1,0,0,29.18706322,1,0,0,83.09207916,1,2.974437475,33.93588257,26.69345665,90.94435883,26.7546196,87.25156403,19.70933151,83.66321564,19.60811043,72.17086792,29.6182785,28.71827698,0
19/11/14 03,0.616384625,2.368459702,5.212710381,4.275686741,3.706421614,5.5,4.730999947,96.85513306,1,96.87420654,1,0,0,0,0,0,0,0,0,47.8468132,1,0,0,0,0,29.63825607,1,0,0,82.44373322,1,2.97508359,34.66213226,28.10892487,75.87966156,28.07158089,89.47422791,26.52124786,64.51277924,26.41710854,77.56980133,30.63775063,29.73775101,0
19/11/14 04,0.918432236,2.94052434,4.97313261,4.242609501,3.27882266,5.316553593,4.130753994,94.41036987,1,94.42873383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.91622925,1,2.976235867,35.96969986,31.47377205,75.54982758,31.47377205,67.62473297,30.31553841,64.54421234,30.31553841,61.42012405,33.77196121,32.87195969,0
19/11/14 05,1.296695471,3.697142363,4.728373528,3.210831165,2.972848892,5.13004303,3.482275009,94.33254242,1,94.35088348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.90361023,1,2.976272345,36.01112747,31.96117783,76.94197845,31.96117783,67.5413208,30.55085564,63.4789238,30.55085564,59.63116837,34.24350357,33.34350586,0
19/11/14 06,1.614256382,4.141915321,4.601662159,3.581973076,2.479721785,4.848869324,2.403510332,95.87512207,1,95.89391327,1,0,0,0,0,0,0,0,0,49.59660339,1,0,0,0,0,32.20754623,1,0,0,77.57589722,1,2.975548506,35.18771744,29.57446671,74.74981689,29.53455353,87.65693665,27.08126259,63.1872406,26.95980263,69.50694275,32.08646011,31.18645859,0
19/11/14 07,1.78259027,4.436309338,4.33347702,4.097306728,2.029657364,5.150156975,2.968175888,96.43963623,1,96.45858765,1,0,0,0,0,0,0,0,0,49.79460144,1,0,0,0,0,31.98852539,1,0,0,74.16417694,1,2.975281239,34.8852005,29.72869682,73.11014557,29.68848801,87.42819977,26.97304916,62.09083176,26.85310173,70.16376495,32.22289276,31.32289314,0
19/11/14 08,1.904380202,4.691872597,3.999847412,4.490031242,1.451215148,5.467941284,3.582953453,97.01298523,1,97.03210449,1,0,0,0,0,0,0,0,0,49.74554825,1,35.30028915,1,0,0,30.46745491,1,0,0,70.02502441,1,2.975008488,34.5772934,29.84725571,70.40591431,29.80712128,87.64173126,20.21597862,81.69844055,20.10637856,68.58821869,32.31888199,31.41888046,0
19/11/14 09,1.912005901,5.21631813,3.57348752,3.40891552,1.939046264,5.5,4.046495914,97.17609406,1,97.19526672,1,0,0,0,0,0,0,0,0,0,0,35.69171143,1,0,0,30.27749062,1,0,0,50.41442108,1,2.974930525,34.48958206,32.0463562,70.42798615,32.0463562,61.82834625,20.00541878,80.77159882,19.89708328,69.0005722,34.24419022,33.34418869,0
19/11/14 10,1.911565304,5.377257347,3.163286448,2.687821627,2.218845606,5.5,3.990797281,94.82987976,1,94.84836578,1,0,0,0,0,0,0,0,0,50.38858414,1,35.62524414,1,0,0,30.10551643,1,0,0,0,0,2.976040125,35.74617767,28.36108208,70.84689331,28.31998062,84.89639282,20.79316521,81.67573547,20.68596458,70.34619904,38.50605774,29.73896027,0
19/11/14 11,2.089139938,4.64212656,3.262461424,2.803124905,2.582518101,5.5,4.23673439,93.78357697,1,93.80175781,1,0,0,35.03671646,1,0,0,0,0,48.64458847,1,35.32156754,1,0,0,30.19350624,1,0,0,0,0,2.976527452,36.30300522,24.37717056,86.41360474,24.44519424,84.37471008,21.43978882,82.85438538,21.33200836,70.70753479,39.14626694,26.15438843,0
19/11/14 12,2.312187433,3.757331133,3.673490524,2.994329929,3.067350864,5.5,4.496627331,92.24024963,1,92.25798035,1,0,0,34.47169876,1,0,0,0,0,48.90311432,1,36.03820801,1,0,0,29.36402321,1,0,0,0,0,2.977237701,37.12029266,23.5304718,86.527565,23.59495544,83.03916931,22.34217644,82.4905777,22.23981667,74.25337219,40.09534073,25.30127525,0
19/11/14 13,2.672709703,2.875306368,4.077938557,2.75981617,3.430368662,5.308926105,3.909304857,91.53620911,1,91.55373383,1,0,0,33.80583191,1,0,0,0,0,48.42188263,1,37.66447067,1,0,0,0,0,0,0,0,0,2.977558374,37.49150848,22.78190231,86.8881073,22.84342384,83.18778229,28.79400444,85.90974426,28.79400444,55.5473671,40.89776993,24.53694344,0
19/11/14 14,2.995995522,2.005647659,4.4848423,2.716487408,3.910945177,5.050630569,2.481667042,92.55957031,1,92.57739258,1,0,0,32.88504791,1,0,0,0,0,48.0159111,1,35.24887848,1,0,0,31.39871025,1,0,0,0,0,2.977091551,36.95159149,22.0654068,87.66441345,22.12254906,83.21483612,22.14051247,83.68618011,22.02462959,67.38261414,40.08786392,23.80166817,0
19/11/14 15,3.330305338,1.150151968,4.909009457,2.743960619,3.491607189,5.256982803,2.632311821,90.81334686,1,90.83067322,1,0,0,32.48271179,1,0,0,0,0,47.67707062,1,0,0,0,0,33.15434647,1,0,0,0,0,2.977885723,37.87161636,21.29394913,87.53042603,21.34944534,83.05875397,30.08498001,62.42467499,29.9568119,69.0625,41.53686905,23.02044296,0
19/11/14 16,3.593965054,0.564893067,5.323112011,2.784614086,2.732199192,5.5,2.939554453,95.98278046,1,96.00160217,1,0,0,0,0,0,0,0,0,49.7101326,1,0,0,0,0,32.15357971,1,0,0,99.67806244,1,2.975497723,35.13007355,27.18181801,73.115448,27.14173508,85.0450592,28.21580315,61.72468948,28.09470749,70.82282257,29.83612251,28.93612099,0
19/11/14 17,3.517114878,1.084404349,4.948598862,3.006963253,1.9829849,5.5,3.276746273,95.21252441,1,95.23111725,1,0,0,0,0,0,0,0,0,49.25672913,1,0,0,0,0,31.80092621,1,0,0,98.68395996,1,2.975860596,35.541996,27.66849518,73.9693222,27.62908745,86.40408325,28.45708084,60.60641098,28.33843422,72.30619049,30.31270409,29.41270256,0
19/11/14 18,3.49422574,1.596078753,4.625781059,3.453761816,1.475767493,5.5,3.791870117,95.87251282,1,95.89129639,1,0,0,0,0,0,0,0,0,49.54319,1,35.89552689,1,0,0,30.05200577,1,0,0,93.98888397,1,2.975549936,35.18911743,27.8631382,73.00148773,27.82330513,86.04872894,21.49787331,81.90261078,21.39102554,71.22375488,30.477005,29.57700539,0
19/11/14 19,3.343928814,2.056786537,4.275008678,3.750617027,1.923570037,5.5,4.22923851,96.90172577,1,96.92081451,1,0,0,0,0,0,0,0,0,50.4678421,1,36.0460968,1,0,0,30.22613144,1,0,0,88.75749969,1,2.975061417,34.63709641,27.96785355,71.67758179,27.92663193,84.34625244,20.7834549,80.9210434,20.67545891,69.94527435,30.55366707,29.65366745,0
19/11/14 20,3.138642073,2.451907635,3.885325909,3.447579622,2.185115099,5.5,4.338524818,97.23427582,1,97.25346375,1,0,0,0,0,0,0,0,0,50.36806488,1,35.59663391,1,0,0,30.2309742,1,0,0,85.33408356,1,2.974902868,34.45827866,28.19348907,72.16003418,28.15241814,84.76976013,20.63451958,81.56787872,20.52649117,69.78044128,30.75701714,29.85701752,0
19/11/14 21,2.933297157,2.812206507,3.530346155,3.385442495,2.541627407,5.5,4.390653133,97.13630676,1,97.15546417,1,0,0,0,0,0,0,0,0,50.67705154,1,35.40882111,1,0,0,30.80754852,1,0,0,83.40357208,1,2.974949598,34.51098251,28.44443512,69.45604706,28.40289688,84.40653229,20.51723289,81.78191376,20.40535736,67.76184845,30.99824524,30.09824562,0
19/11/14 22,2.753690481,3.149099827,3.087236643,3.180252075,2.899655819,5.5,3.910244226,97.21417999,1,97.23336029,1,0,0,0,0,0,0,0,0,50.84757233,1,35.48324203,1,0,0,31.00118637,1,0,0,80.98297119,1,2.974912405,34.46909332,28.66344452,68.01246643,28.62164688,84.28426361,20.33680725,81.47312164,20.22362709,66.93244934,31.20388794,30.30388832,0
19/11/14 23,2.569991112,3.18512392,3.340384245,2.958602905,3.168532848,5.498724461,3.332730532,97.47774506,1,97.49700928,1,0,0,35.86334229,1,0,0,0,0,50.25450897,1,34.96828842,1,0,0,30.71570587,1,0,0,84.49166107,1,2.974786282,34.32722473,27.5638237,88.1623764,27.63415527,84.47544861,20.33369827,82.36223602,20.22244263,67.88643646,30.55257607,29.65257645,0
20/11/14 00,2.397120237,3.16584754,3.801713228,2.96197772,3.56579113,5.5,3.645825386,96.90423584,1,96.92332458,1,0,0,35.0943222,1,0,0,0,0,49.85816574,1,34.39990234,1,0,0,29.26922226,1,0,0,86.58273315,1,2.975060225,34.635746,27.567873,89.50534058,27.6344223,85.2512207,21.07438469,84.06739807,20.97263527,73.28086853,30.5526123,29.65261269,0
20/11/14 01,2.320049524,3.185750484,4.293228149,3.174561024,3.876304388,5.5,4.514131546,96.084198,1,96.1030426,1,0,0,34.22547531,1,0,0,0,0,49.27210236,1,0,0,0,0,31.28726578,1,0,0,89.82769775,1,2.9754498,35.07575226,27.64414215,91.05426788,27.70671844,86.45222473,27.5001812,63.77362442,27.38505745,73.12408447,30.62917328,29.72917366,0
20/11/14 02,2.431395769,3.262843609,4.81897831,3.601532221,3.269042015,5.409419537,4.463142395,95.38015747,1,95.39879608,1,0,0,34.10585022,1,0,0,0,0,49.01275253,1,0,0,0,0,0,0,0,0,93.35548401,1,2.975781918,35.45244598,27.78231239,91.39186096,27.84461212,87.0818634,30.5531826,63.46996307,30.5531826,59.49055481,30.78590965,29.88591003,0
20/11/14 03,2.637192011,3.374201059,5.340249062,4.077171326,2.716184139,5.102579117,3.096549273,93.98628235,1,94.0045166,1,0,0,0,0,0,0,0,0,48.79414368,1,0,0,0,0,0,0,0,0,90.63983917,1,2.976433277,36.19530106,29.49325562,76.06063843,29.45453072,89.10375214,31.21810722,63.17173004,31.21810722,59.36532593,32.07984543,31.1798439,0
20/11/14 04,2.885690451,3.936954737,5.103784084,4.126882553,2.212750912,5.106128693,2.904306173,92.87006378,1,92.8879776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.03173447,1,0,0,72.60224152,1,2.976948977,36.78735352,32.53287506,76.95803833,32.53287506,69.92398834,29.05341911,62.76445007,28.93317223,72.09173584,34.83475876,33.93475723,0
20/11/14 05,3.147423744,4.698668003,4.944729328,3.483166218,1.729089856,5.5,3.907334328,92.68424988,1,92.70211029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.80075264,1,0,0,69.87242889,1,2.97703433,36.88566208,33.04821014,75.88314056,33.04821014,67.7332077,29.44408607,62.75397491,29.33225632,76.71125031,35.33557129,34.43557358,0
20/11/14 06,3.330848217,5.276371956,4.721344948,3.222266912,1.795489788,5.5,4.992990017,94.37995148,1,94.39830017,1,0,0,0,0,0,0,0,0,49.45426559,1,37.02348709,1,0,0,0,0,0,0,78.7960434,1,2.976250172,35.98589706,30.7665062,72.3221283,30.72680473,89.12290955,27.92609024,86.23234558,27.92609024,62.68016052,33.28455353,32.384552,0
20/11/14 07,3.53298831,5.357971668,4.33931303,3.966238976,2.545479536,5.309325695,4.230709553,91.67140961,1,91.6889801,1,0,0,0,0,0,0,0,0,49.6987114,1,37.77813339,1,0,0,0,0,0,0,0,0,2.977497101,37.42033005,28.39263725,74.41675568,28.35257149,86.27855682,29.07445526,85.97663116,29.07445526,59.42921829,41.03013611,29.76577759,0
20/11/14 08,3.843222857,4.831679821,4.067428589,4.202508926,3.134708405,5.005580425,2.903199196,90.17635345,1,90.1934967,1,0,0,0,0,0,0,0,0,49.55034637,1,37.9787674,1,0,0,0,0,0,0,0,0,2.978172064,38.20562363,27.87718201,69.3637619,27.83733749,86.04885101,29.8959713,86.41938019,29.8959713,54.38204956,41.98654175,29.24931335,0
20/11/14 09,4.108296394,4.306750298,3.603157282,4.356972218,3.636060476,4.992442608,2.303419113,92.11858368,1,92.13627625,1,0,0,0,0,0,0,0,0,49.9821167,1,35.83928299,1,0,0,31.66892242,1,0,0,0,0,2.977293253,37.18451691,27.32059288,70.90346527,27.28010368,84.65483093,22.61292267,83.12355804,22.49518585,66.92189789,40.65382385,28.69567299,0
20/11/14 10,4.284244537,3.776623726,3.209577084,4.014157772,3.981948137,5.127707481,2.232202768,91.35313416,1,91.3706131,1,0,0,0,0,0,0,0,0,49.50244904,1,35.65483475,1,0,0,31.2453804,1,0,0,0,0,2.977641582,37.58786774,26.82564354,69.57418823,26.78587151,85.09050751,23.22124863,84.05604553,23.10641289,68.98916626,41.1331749,28.19744682,0
20/11/14 11,4.522758961,3.071619749,3.21066618,3.981335878,3.548098564,5.434357643,2.864483118,112.0140533,1,0,0,0,0,33.17754364,1,0,0,0,0,48.00938034,1,0,0,0,0,32.94009399,1,0,0,0,0,2.990966558,26.32037163,23.09804535,88.2281189,23.15676308,84.2609787,29.30278587,62.71291733,29.17614746,69.07009888,38.86361313,24.83883286,0
20/11/14 12,4.575732708,2.213227749,3.689234972,3.951770067,2.824077129,5.5,3.320380926,110.7453003,1,0,0,0,0,33.56259155,1,0,0,0,0,47.45017624,1,0,0,0,0,31.95363808,1,0,0,0,0,2.991155148,27.03650665,22.25693512,86.76213074,22.31853867,84.43685913,29.93060493,62.69468307,29.81089973,73.24417114,39.44778442,23.99799728,0
20/11/14 13,4.716398239,1.356549501,4.106327057,4.043353558,2.212223768,5.5,3.99194932,111.8342667,1,0,0,0,0,32.637043,1,0,0,0,0,45.98624039,1,0,0,0,0,32.00378418,1,0,0,0,0,2.9909935,26.42202377,21.66724014,87.66021729,21.72595215,86.40962219,29.59811783,58.66109848,29.47806549,72.73505402,39.01229858,23.37892151,0
20/11/14 14,4.705874443,0.597117484,4.548772812,4.346834183,1.547032714,5.5,4.433466911,112.0676346,1,0,0,0,0,33.26381302,1,0,0,0,0,0,0,36.02361679,1,0,0,30.74020386,1,0,0,0,0,2.990958691,26.29006577,24.56602669,89.55670929,24.66278839,63.76916122,22.70612907,82.88565063,22.59470558,70.17527008,38.80276871,25.93985367,0
20/11/14 15,4.419678688,0.654592216,5.039658546,3.015848398,2.06692481,5.5,4.475146294,118.40522,1,0,0,0,0,33.88904953,1,0,0,0,0,48.48316574,1,35.39983749,1,0,0,30.03982544,1,0,0,91.79720306,1,2.989989042,22.66934204,25.16954994,89.13851166,25.23143768,85.46238708,19.5841732,80.86171722,19.47740555,69.34934235,28.1537323,27.25373077,0
20/11/14 16,3.91930747,0.870495677,5.142647266,3.385672092,2.371129751,5.5,4.421417236,117.8396301,1,0,0,0,0,0,0,0,0,0,0,49.21167374,1,34.9887085,1,0,0,29.09546852,1,0,0,85.56497955,1,2.990077257,22.99534988,26.68941879,74.83382416,26.65007782,85.50995636,20.19665146,82.18400574,20.09602165,72.94306946,29.24647903,28.34647942,0
20/11/14 17,3.498773575,1.254937649,4.851265907,3.631076813,2.851581812,5.421140671,4.564511776,117.5664444,1,0,0,0,0,0,0,0,0,0,0,49.29164505,1,36.90009689,1,0,0,0,0,0,0,84.93925476,1,2.990119934,23.15260887,27.03770638,72.81920624,26.99824715,85.70555115,25.8527317,84.38546753,25.8527317,59.40684509,29.59142876,28.69142914,0
20/11/14 18,3.133470535,1.620460153,4.483761311,3.858508587,3.325357914,5.109641552,3.154393196,117.4793854,1,0,0,0,0,0,0,0,0,0,0,49.29699326,1,36.823246,1,0,0,0,0,0,0,82.88575745,1,2.990133524,23.20269775,27.30271912,72.47094727,27.26325035,85.96034241,25.85017395,84.52353668,25.85017395,55.36542892,29.84392166,28.94392204,0
20/11/14 19,2.753836632,1.934894681,4.117032051,4.088849545,3.733265162,4.957254887,2.15278697,119.1558228,1,0,0,0,0,0,0,0,0,0,0,49.6722641,1,34.2717514,1,0,0,30.46759224,1,0,0,73.85553741,1,2.989871025,22.23583984,27.2213974,72.19761658,27.18137169,85.15787506,19.10115242,82.31465912,18.99155235,67.47293854,29.71306419,28.81306267,0
20/11/14 20,2.374248266,2.199158669,3.75408411,4.056515694,3.771501303,5.178638935,2.465781927,119.0857391,1,0,0,0,0,0,0,0,0,0,0,50.14204407,1,0,0,0,0,32.40632248,1,0,0,73.47738647,1,2.989882231,22.27635765,27.45236397,69.02294159,27.41163445,84.47351837,25.44898605,61.30145645,25.32612228,67.15475464,29.94517708,29.04517746,0
20/11/14 21,2.032731771,2.434263945,3.288908482,3.722779512,2.831911564,5.299260139,2.319996119,119.358551,1,0,0,0,0,0,0,0,0,0,0,50.38407135,1,0,0,0,0,32.23892593,1,0,0,70.56609344,1,2.989839077,22.11858749,27.58225441,68.92019653,27.54115868,84.12649536,25.26817513,61.47613144,25.14648247,67.57170868,30.06110954,29.16110802,0
20/11/14 22,1.704295874,2.548661232,3.056089878,3.310056448,2.03386569,5.459811687,2.367694855,119.6690826,1,0,0,0,0,36.13832474,1,0,0,0,0,49.77033234,1,0,0,0,0,32.27810287,1,0,0,71.96660614,1,2.989790201,21.93884468,26.76194954,86.87358856,26.83459473,84.62360382,25.02715302,60.34577942,24.9051857,67.19099426,29.67787361,28.77787399,0
20/11/14 23,1.344137192,2.370293379,3.483651161,3.327997208,1.60529983,5.5,2.268279552,121.3791656,1,0,0,0,0,35.81100845,1,0,0,0,0,49.50697708,1,34.97610855,1,0,0,30.07311249,1,0,0,64.17459869,1,2.989518166,20.94604683,26.39505959,87.08576202,26.46620941,84.76112366,17.50411034,79.51676178,17.39712334,67.16184235,29.26283264,28.36283302,0
21/11/14 00,0.925219595,2.143476009,3.906688929,3.400658607,1.837274194,5.5,2.213472366,98.69863129,1,98.71825409,1,0,0,35.92111588,1,0,0,0,0,49.44988632,1,35.1867981,1,0,0,29.98322105,1,0,0,83.14988708,1,2.974198341,33.668293,26.52747345,87.02406311,26.59934044,85.00384521,19.164217,80.81232452,19.05782127,69.11170959,29.50024986,28.60025024,0
21/11/14 01,0.809433758,2.118644476,4.314124584,3.517995358,2.185559988,5.5,2.565447807,97.87898254,1,97.89836121,1,0,0,34.41156387,1,0,0,0,0,48.7291069,1,34.82872772,1,0,0,28.8777771,1,0,0,86.08964539,1,2.974593639,34.11100006,26.55019188,89.6486969,26.61459923,86.38789368,19.84105301,82.10264587,19.74181175,73.2544632,29.50867081,28.60866928,0
21/11/14 02,0.77595675,2.149595022,4.798619747,3.927608013,2.675838709,5.5,3.574155092,97.89398956,1,97.91337585,1,0,0,32.99426651,1,0,0,0,0,48.37707901,1,34.27222061,1,0,0,29.13810349,1,0,0,85.63851166,1,2.974586487,34.10290146,26.61676407,92.04125977,26.67396545,87.10121155,19.88354301,83.09134674,19.78263474,72.49572754,29.54616928,28.64616776,0
21/11/14 03,0.746853709,2.194377422,5.343164444,4.407455444,3.266154766,5.5,4.317165852,97.43878937,1,97.45803833,1,0,0,0,0,0,0,0,0,47.60044098,1,33.71742249,1,0,0,28.43815994,1,0,0,80.68318939,1,2.974804878,34.34820175,27.86404991,76.182724,27.8270607,89.67462158,20.30311203,84.4334259,20.20664787,75.04138947,30.38074684,29.48074722,0
21/11/14 04,0.883148313,2.809195757,5.113770485,3.997780323,3.997048378,5.374444962,4.261514187,94.17017365,1,94.18846893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.22814941,1,2.976347923,36.09752274,31.46273994,77.01623535,31.46273994,68.04281616,30.3954258,64.81693268,30.3954258,61.26849747,33.76801682,32.86801529,0
21/11/14 05,1.273618579,3.579764605,4.9587183,3.059665918,3.572601795,5.171762466,3.493690968,94.49602509,1,94.51441193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.93946838,1,2.976196051,35.92409134,31.84694672,76.40528107,31.84694672,66.22467041,30.46941757,64.30834961,30.46941757,60.68086243,34.12945938,33.22945786,0
21/11/14 06,1.573018312,3.957703829,4.768723011,3.576239347,3.128854036,4.94929409,2.784799099,95.45178986,1,95.47045135,1,0,0,0,0,0,0,0,0,50.14344025,1,0,0,0,0,0,0,0,0,81.62989044,1,2.975748301,35.41416168,29.5368576,75.5153656,29.49612427,86.55581665,30.14021683,63.53661728,30.14021683,57.7582283,32.07629013,31.1762886,0
